simulation_time,GFM_V,GFM_P,GFL634_Pa,GFL634_Pb,GFL634_Pc,GFL634_Qa,GFL634_Qb,GFL634_Qc,GFL680_Pa,GFL680_Pb,GFL680_Pc,GFL680_Qa,GFL680_Qb,GFL680_Qc,Class
123.2506,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
124.4582,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
125.6653,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
126.8718,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
128.0824,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
129.2891,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
130.5024,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
131.7302,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
132.9109,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
134.1174,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
135.3253,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
136.5317,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
137.7374,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
138.9442,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
140.1494,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
141.3564,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
142.5625,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
143.7707,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
144.9771,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
146.1823,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
147.3896,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
148.5968,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
149.8027,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
151.0365,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
152.216,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
153.4215,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
154.629,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
155.8362,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
157.0429,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
158.2495,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
159.4826,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
160.6629,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
161.8727,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
163.0805,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
164.287,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
165.4942,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
166.7069,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
167.9085,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
169.1138,678.827076142625,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
170.3199,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
171.5288,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
172.7362,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
173.9436,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
175.1509,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
176.3564,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
177.5635,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
178.7721,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
179.978,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
181.188,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
182.3953,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
183.6017,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
184.807,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
186.014,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
187.2205,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
188.4272,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
189.6336,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
190.8802,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
192.0498,696.285700813585,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-59.2188171107794,303.108891324553,303.108891324553,1
193.3034,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
194.4912,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
195.6703,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
196.8814,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
198.084,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
199.2897,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
200.4957,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
201.7023,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
202.9086,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
204.1153,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
205.3226,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
206.5314,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
207.7372,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
208.9433,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
210.1498,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
211.3555,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
212.5615,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
213.7673,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
214.9747,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
216.1828,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
217.3902,687.651599144132,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
218.5961,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
219.8026,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
221.0097,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
222.2153,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
223.4226,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
224.6305,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
225.8373,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
227.0454,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
228.2522,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
229.4847,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
230.6657,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
231.8718,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
233.0774,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
234.2831,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
235.5108,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
236.7308,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
237.9025,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
239.1096,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
240.3176,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
241.5531,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
242.7319,670.106230790441,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
243.9387,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
245.1447,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
246.351,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
247.559,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
248.766,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
249.9738,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
251.181,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
252.3891,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
253.5944,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
254.8002,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
256.0074,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
257.2149,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
258.422,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
259.6295,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
260.8362,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
262.0432,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
263.2488,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
264.4703,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
265.6616,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
266.8693,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
268.0773,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
269.2823,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
270.4891,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
271.6947,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
272.9024,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
274.1098,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
275.3159,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
276.5217,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
277.7635,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
278.9355,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
280.1415,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
281.3474,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
282.556,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
283.7645,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
284.9744,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
286.1804,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
287.3876,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
288.594,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
289.8047,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
291.0108,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
292.2176,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
293.4241,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
294.6377,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
295.8397,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
297.0439,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
298.25,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
299.4838,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
300.6622,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
301.8671,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
303.0734,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
304.2787,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
305.4847,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
306.6909,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
307.8983,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
309.1047,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
310.3115,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
311.538,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
312.7266,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
313.932,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
315.1388,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
316.3455,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
317.5517,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
318.7586,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
319.9664,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
321.1731,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
322.3806,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
323.5856,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
324.7907,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
325.9971,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
327.2044,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
328.4275,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
329.6193,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
330.8254,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
332.0326,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
333.2377,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
334.4694,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
335.6501,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
336.8568,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
338.0639,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
339.2704,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
340.4764,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
341.6847,664.669869576772,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
