simulation_time,GFM_V,GFM_P,GFL634_Pa,GFL634_Pb,GFL634_Pc,GFL634_Qa,GFL634_Qb,GFL634_Qc,GFL680_Pa,GFL680_Pb,GFL680_Pc,GFL680_Qa,GFL680_Qb,GFL680_Qc,Class
83.4246,662.183413639368,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
84.631,662.183413639368,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
85.83785,662.183413639368,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
87.04325,662.183413639368,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
88.25265,662.183413639368,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
89.47255,662.183413639368,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
90.6657,662.183413639368,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
91.8715,662.183413639368,0.45,175,175,175,-303.108891324553,60.7776628375919,-303.108891324553,175,175,175,-303.108891324553,-303.108891324553,-303.108891324553,1
93.08125,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
94.2906,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
95.49865,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
96.7052,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
97.91105,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
99.118,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
100.3259,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
101.5332,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
102.7401,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
103.9474,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
105.1545,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
106.3621,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
107.5684,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
108.7758,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
109.9869,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
111.1885,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
112.3941,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
113.601,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
114.806,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
116.0137,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
117.249,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
118.4248,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
119.6317,659.330842500081,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-290.612078210484,-303.108891324553,1
120.8394,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
122.0449,669.17946146935,0.45,175,175,175,303.108891324553,303.108891324553,303.108891324553,175,175,175,-303.108891324553,-302.329468461147,-303.108891324553,1
